,App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver,Cleaned_Size
7829,Mobile CS:GO,GAME,3.1,1015,83.35,100000,Free,0.0,Everyone,Action,"November 11, 2015",1.3,2.3.3 and up,643
7830,Counter Terrorist Gun Strike CS: Special Forces,GAME,4.2,211,44.0,10000,Free,0.0,Teen,Action,"August 18, 2017",1.1,2.3 and up,44
7831,C.S. Lewis Daily Quotes,LIFESTYLE,4.1,75,11.0,10000,Free,0.0,Everyone,Lifestyle,"January 14, 2018",1.0.1,4.1 and up,11
7833,Shooter Sniper CS - FPS Games,GAME,3.5,14823,40.0,1000000,Free,0.0,Teen,Action,"February 15, 2017",4.0,2.3 and up,40
7834,CS16Client,GAME,4.3,8668,9.1,500000,Free,0.0,Teen,Action,"April 1, 2017",1.33,1.5 and up,9.1
7835,CS Browser | #1 & BEST BROWSER,COMMUNICATION,3.8,52,2.1,1000,Free,0.0,Everyone,Communication,"August 28, 2015",2.0,3.0 and up,2.1
7836,Counter Attack - Multiplayer FPS,GAME,4.3,112565,32.0,1000000,Free,0.0,Teen,Action,"July 21, 2018",1.1.97,4.4 and up,32
7837,DU CS Lectures - Learn to Code for Free,FAMILY,4.8,16,7.8,100,Free,0.0,Everyone,Education,"July 29, 2018",4.0,4.1 and up,7.8
7838,What's Your CS:GO rank?,GAME,2.3,278,2.4,10000,Free,0.0,Teen,Trivia,"February 11, 2017",1.0,2.3 and up,2.4
7839,CS Browser Beta,COMMUNICATION,4.3,125,53.0,5000,Free,0.0,Everyone,Communication,"October 16, 2017",60.0.3112.3046279,4.1 and up,53
7840,Helper for CS:GO,TOOLS,4.4,208,6.0,10000,Free,0.0,Everyone,Tools,"June 16, 2016",1.2.1,4.1 and up,6.0
7841,My Nexus for CS:S & CS:GO,FAMILY,3.6,783,25.0,50000,Free,0.0,Teen,Entertainment,"June 25, 2016",1.3.4,4.0 and up,25
7842,CS & IT Interview Questions,FAMILY,5.0,43,3.3,1000,Free,0.0,Everyone,Education,"March 27, 2018",1.1,4.2 and up,3.3
7844,Map Callouts for CS:GO,GAME,4.3,211,3.6,50000,Free,0.0,Everyone,Action,"January 26, 2018",2.1,4.0.3 and up,3.6
7845,GATE CS Engineering 2019 Exam Prep App,FAMILY,4.2,162,6.2,10000,Free,0.0,Everyone,Education,"February 15, 2018",Y4W-GATE_CS-5.0.0,4.1 and up,6.2
7846,Case Simulator Hero for CS:GO,FAMILY,4.3,14604,68.0,500000,Free,0.0,Teen,Simulation,"July 4, 2018",3.1.2,4.2 and up,68
7847,CA CS Network,FAMILY,4.7,160,19.0,5000,Free,0.0,Everyone,Education,"July 25, 2018",1.0,4.4 and up,19
7848,Smokes for CS:GO,FAMILY,3.9,3253,3.6,100000,Free,0.0,Everyone,Entertainment,"April 10, 2015",1.3,2.2 and up,3.6
7849,Grenade Practice for CS:GO,FAMILY,4.4,431,17.0,10000,Free,0.0,Everyone,Entertainment,"June 13, 2016",1.1.1,4.0 and up,17
7850,Quiz CS:GO players,GAME,4.4,460,31.0,50000,Free,0.0,Everyone,Trivia,"June 23, 2018",4.2,4.0.3 and up,31
7851,Puzzle for CS:GO,GAME,4.3,247,18.0,10000,Free,0.0,Everyone,Word,"September 16, 2016",1.53,4.0.3 and up,18
7852,Bomb and Nade Timer for CS:GO,PRODUCTIVITY,2.6,85,6.0,5000,Free,0.0,Everyone,Productivity,"April 21, 2016",1.1.2,4.0 and up,6.0
7853,Smokes Guide for CS:GO,FAMILY,4.3,445,29.0,50000,Free,0.0,Everyone,Entertainment,"June 1, 2017",3.0,4.0 and up,29
7855,RadRevision: Anatomy on CT,MEDICAL,3.8,568,42.0,50000,Free,0.0,Everyone,Medical,"January 22, 2014",1.2,4.0 and up,42
7856,Radiology CT Anatomy,MEDICAL,4.2,345,14.0,50000,Free,0.0,Everyone,Medical,"January 20, 2018",1.6,4.0 and up,14
7857,CT Scan Viewer 3D,MEDICAL,4.2,6,29.0,1000,Free,0.0,Everyone,Medical,"June 20, 2018",1.0,2.3 and up,29
7858,Learn CT Scan Of Head,BOOKS_AND_REFERENCE,4.1,10,5.7,5000,Free,0.0,Everyone,Books & Reference,"July 22, 2018",1.5,4.1 and up,5.7
7859,CT Abdomen Pelvis,MEDICAL,4.0,36,36.0,10000,Free,0.0,Everyone,Medical,"January 20, 2018",2.0,4.0 and up,36
7860,CT Neck,MEDICAL,4.4,7,8.9,1000,Free,0.0,Everyone,Medical,"January 20, 2018",2.0,4.0 and up,8.9
7861,CT Scan Generations,FAMILY,4.7,6,5.1,1000,Free,0.0,Everyone,Education,"April 1, 2018",1.0,4.0 and up,5.1
7863,CT Prepares,NEWS_AND_MAGAZINES,2.6,13,4.3,1000,Free,0.0,Everyone,News & Magazines,"November 1, 2016",1.0.3,4.4 and up,4.3
7864,CT Abdomen,FAMILY,4.3,7,62.0,1000,Free,0.0,Everyone,Education,"February 21, 2017",1.0,4.4 and up,62
7865,CT Brain Interpretation,FAMILY,5.0,3,29.0,500,Free,0.0,Everyone,Education,"July 4, 2018",5.0.16,4.0 and up,29
7866,CT-Guide & Positioning,FAMILY,3.7,6,7.8,1000,Free,0.0,Everyone,Education,"June 6, 2018",1.5,4.0 and up,7.8
7867,CT Sessions,MEDICAL,4.3,62,20.0,5000,Free,0.0,Everyone,Medical,"December 15, 2014",2.2,2.3 and up,20
7868,CT - DTC Lookup,TOOLS,4.1,41,83.35,10000,Free,0.0,Everyone,Tools,"July 26, 2013",3,3.0 and up,986
7869,POCKET ATLAS OF CT HEAD,MEDICAL,4.3,22,18.0,10000,Free,0.0,Everyone,Medical,"March 16, 2018",2.0,4.0.3 and up,18
7870,Interactive CT & MRI Anat.Lite,MEDICAL,3.8,534,14.0,100000,Free,0.0,Everyone,Medical,"July 30, 2012",1.2,2.2 and up,14
7871,CT POSITIONING,MEDICAL,4.5,18,9.3,5000,Free,0.0,Everyone,Medical,"March 10, 2018",2.0,4.0.3 and up,9.3
7872,CT Cervical Spine,MEDICAL,5.0,5,17.0,1000,Free,0.0,Everyone,Medical,"January 20, 2018",2.0,4.0 and up,17
7875,CT MyChiroTown Mobile,MEDICAL,3.9,40,4.0,5000,Free,0.0,Everyone,Medical,"July 7, 2015",4.1.0,2.3.3 and up,4.0
7876,CT Lottery,FAMILY,3.8,271,8.3,50000,Free,0.0,Teen,Entertainment,"June 12, 2017",1.2.0,4.0 and up,8.3
7877,Permit Test Connecticut CT DMV,FAMILY,4.6,186,9.6,10000,Free,0.0,Everyone,Education,"October 12, 2017",2.9.0,4.1 and up,9.6
7879,I AM C.T.,HEALTH_AND_FITNESS,4.6,28,20.0,1000,Free,0.0,Mature 17+,Health & Fitness,"April 27, 2017",1.0,4.0.3 and up,20
7880,Solar CT PV System Power,PRODUCTIVITY,4.7,315,14.0,10000,Free,0.0,Everyone,Productivity,"January 22, 2018",SolarCT 1.9 v,4.0 and up,14
7881,CARDIAC CT TECHNIQUE,MEDICAL,5.0,6,17.0,1000,Free,0.0,Everyone,Medical,"March 10, 2018",2.0,4.0.3 and up,17
7883,HEAD TRAUMA CT EVALUATION,MEDICAL,4.5,18,13.0,10000,Free,0.0,Everyone,Medical,"March 16, 2018",2.0,4.0.3 and up,13
7885,CT Scan Cross Sectional Anatomy,MEDICAL,4.3,10,46.0,100,Free,0.0,Everyone,Medical,"July 19, 2018",5.0.16,4.1 and up,46
7886,Remote CT - Smart Remote,TOOLS,3.5,3988,11.0,1000000,Free,0.0,Everyone,Tools,"December 22, 2015",1.0.5,4.4 and up,11
7887,CT-REMOTE,GAME,3.3,19,1.6,100,Paid,4.49,Everyone,Action,"February 10, 2015",1.4,2.3 and up,1.6
7890,CT-Stream Player,FAMILY,3.9,84,11.0,10000,Free,0.0,Everyone,Entertainment,"November 21, 2016",3.4,3.0 and up,11
7892,Results for CT Lottery,FAMILY,4.5,86,8.6,5000,Free,0.0,Teen,Entertainment,"March 11, 2017",5.1,4.1 and up,8.6
7894,Interactive CT and MRI Anatomy,MEDICAL,3.4,35,24.0,1000,Paid,15.46,Everyone,Medical,"May 27, 2015",2.0.3,2.2 and up,24
7895,Dine In CT - Food Delivery,SHOPPING,5.0,4,1.6,1000,Free,0.0,Everyone,Shopping,"May 16, 2016",1.3,4.0 and up,1.6
7896,CT Checkout,FINANCE,5.0,1,8.4,50,Free,0.0,Everyone,Finance,"April 20, 2017",1.2,4.2 and up,8.4
7899,Radiological Anatomy For FRCR1,MEDICAL,4.8,12,44.0,100,Paid,6.99,Everyone,Medical,"January 22, 2014",1.3,4.0 and up,44
7900,Radiology CT Viewer,MEDICAL,3.6,35,83.35,10000,Free,0.0,Everyone,Medical,"January 20, 2018",2,4.0 and up,88
7902,"CU: UPI Payments, Chat & Call",FINANCE,4.3,693,32.0,100000,Free,0.0,Teen,Finance,"May 3, 2018",1.0.95,4.2 and up,32
7903,CU of Colorado Mobile Banking,FINANCE,4.0,347,25.0,10000,Free,0.0,Everyone,Finance,"February 6, 2018",4.11.100,4.1 and up,25
7904,Tech CU Mobile Banking,FINANCE,4.5,853,27.0,10000,Free,0.0,Everyone,Finance,"July 12, 2018",4.13.72,4.1 and up,27
7905,My CU - Caucasus University,PRODUCTIVITY,4.6,48,7.3,1000,Free,0.0,Everyone,Productivity,"November 22, 2017",1.2.3,4.1 and up,7.3
7906,Service CU Mobile Banking,FINANCE,4.7,6208,14.0,100000,Free,0.0,Everyone,Finance,"June 12, 2018",5.9.1.0,5.0 and up,14
7907,Redwood CU v3.1.0,FINANCE,3.8,480,15.0,50000,Free,0.0,Everyone,Finance,"May 24, 2018",3.1.0,4.0 and up,15
7909,BayPort CU Mobile Banking,FINANCE,4.7,2374,16.0,10000,Free,0.0,Everyone,Finance,"July 31, 2018",5.10.1.0,5.0 and up,16
7910,CU SoCal Mobile Banking,FINANCE,4.0,253,25.0,10000,Free,0.0,Everyone,Finance,"May 2, 2018",4.6.68,4.0.3 and up,25
7911,Tropical Financial CU,FINANCE,4.6,1231,14.0,10000,Free,0.0,Everyone,Finance,"June 12, 2018",5.9.1.0,5.0 and up,14
7912,Travis CU,FINANCE,2.0,207,2.9,10000,Free,0.0,Everyone,Finance,"February 16, 2018",1.0.0.9,4.4 and up,2.9
7913,Commonwealth CU Go Mobile,FINANCE,4.3,231,18.0,10000,Free,0.0,Everyone,Finance,"September 15, 2017",4.4.47,4.0.3 and up,18
7914,Public Service CU Mobile,FINANCE,2.0,314,35.0,10000,Free,0.0,Everyone,Finance,"March 14, 2017",6.5.32-prod,4.2 and up,35
7915,Freedom CU,FINANCE,3.6,117,25.0,10000,Free,0.0,Everyone,Finance,"June 22, 2018",6.5.82-prod,4.2 and up,25
7916,Meritrust CU Mobile Banking,FINANCE,4.7,3661,14.0,50000,Free,0.0,Everyone,Finance,"June 12, 2018",5.9.1.0,5.0 and up,14
7917,Nusenda CU– Mobile Banking,FINANCE,3.5,805,6.5,50000,Free,0.0,Everyone,Finance,"July 17, 2018",5.4.5,5.0 and up,6.5
7918,Lake Michigan CU Mobile,FINANCE,4.0,732,5.5,50000,Free,0.0,Everyone,Finance,"April 2, 2018",3.0.21,4.0 and up,5.5
7919,Maps CU,FINANCE,3.5,256,28.0,10000,Free,0.0,Everyone,Finance,"November 2, 2017",200,4.0.3 and up,28
7920,Family Savings CU Mobile,FINANCE,4.3,323,17.0,10000,Free,0.0,Everyone,Finance,"September 8, 2017",4.4.47,4.0.3 and up,17
7921,FORUM Credit Union CU Online,FINANCE,4.1,196,7.3,10000,Free,0.0,Everyone,Finance,"June 30, 2018",5.0.0,4.4 and up,7.3
7922,Educators CU Mobile Banking,FINANCE,4.6,1992,24.0,50000,Free,0.0,Everyone,Finance,"June 20, 2018",3000.5.3532,5.0 and up,24
7923,Space Coast CU Mobile,FINANCE,3.8,922,2.1,100000,Free,0.0,Everyone,Finance,"July 13, 2017",2.1.0.1108,2.3 and up,2.1
7924,First Tech Federal CU,FINANCE,4.3,4290,24.0,50000,Free,0.0,Everyone,Finance,"July 19, 2018",3000.5.3548,5.0 and up,24
7925,Southland CU,FINANCE,3.8,109,2.8,10000,Free,0.0,Everyone,Finance,"July 20, 2017",1.1,2.3 and up,2.8
7926,Tech CU Card Manager,FINANCE,1.0,2,7.2,1000,Free,0.0,Everyone,Finance,"July 25, 2017",1.0.1,4.0 and up,7.2
7927,Numerica CU,FINANCE,3.8,472,8.6,50000,Free,0.0,Everyone,Finance,"February 21, 2018",5.0.0,4.0 and up,8.6
7928,Red River CU,FINANCE,3.3,343,2.3,10000,Free,0.0,Everyone,Finance,"June 21, 2017",2.79,2.2 and up,2.3
7929,Firefighters First CU,FINANCE,4.8,495,12.0,5000,Free,0.0,Everyone,Finance,"May 1, 2018",5.7.1.0,5.0 and up,12
7932,Navigator PRO - GPS Navigation with Offline Maps,TRAVEL_AND_LOCAL,3.6,892,70.0,50000,Paid,2.49,Everyone,Travel & Local,"August 1, 2018",1.08,4.0 and up,70
7933,My Vodafone (GR),COMMUNICATION,3.8,12667,34.0,1000000,Free,0.0,Everyone,Communication,"August 1, 2018",4.5.5.1-2090AL-REL,4.3 and up,34
7934,HTC Transfer Tool,TOOLS,4.3,40907,2.6,5000000,Free,0.0,Everyone,Tools,"July 27, 2017",6.0.932740,2.2 and up,2.6
7935,Planet of Cubes Survival Craft,FAMILY,3.9,475944,35.0,10000000,Free,0.0,Everyone,Simulation,"June 26, 2018",4.5.4,4.1 and up,35
7936,Moto Rider,GAME,4.2,115176,24.0,10000000,Free,0.0,Teen,Racing,"June 15, 2018",1.2.1,4.0 and up,24
7937,Shadow Fight 2,GAME,4.6,10981850,83.35,100000000,Free,0.0,Everyone 10+,Action,"July 2, 2018",1.9.38,3.0 and up,88
7938,Crazy Wheels,GAME,4.0,121082,7.0,10000000,Free,0.0,Teen,Adventure,"January 17, 2018",1.0.7,2.1 and up,7.0
7939,Curriculum vitae App CV Builder Free Resume Maker,BUSINESS,4.5,4571,3.9,500000,Free,0.0,Everyone,Business,"July 8, 2018",3.3,4.1 and up,3.9
7941,CV Engineer - Free Resume Maker & CV Templates,BUSINESS,4.6,213,3.8,10000,Free,0.0,Everyone,Business,"April 11, 2018",3.5.3,5.0 and up,3.8
7942,CV Examples 2018,FAMILY,4.5,625,26.0,100000,Free,0.0,Everyone,Education,"July 30, 2018",4.0,4.0.3 and up,26
7943,Curriculum Vitae,BUSINESS,3.7,3757,5.0,1000000,Free,0.0,Everyone,Business,"March 29, 2016",2.8,2.3.3 and up,5.0
7944,Free resume builder CV maker templates PDF formats,BUSINESS,4.4,9555,4.7,1000000,Free,0.0,Everyone,Business,"July 19, 2018",7.7,4.1 and up,4.7
7945,Resume Builder - Free CV Maker & Premium Templates,BUSINESS,4.6,770,5.6,100000,Free,0.0,Everyone,Business,"August 3, 2018",1.9,4.4 and up,5.6
7946,Easy Cv maker 2018,BOOKS_AND_REFERENCE,3.9,88,5.3,10000,Free,0.0,Everyone,Books & Reference,"March 31, 2018",1.1,4.0 and up,5.3
7947,Resume PDF Maker / CV Builder,BUSINESS,4.4,2147,2.2,500000,Free,0.0,Everyone,Business,"December 14, 2017",1.8,4.4 and up,2.2
7948,Resume & CV Creator by Desygner,PRODUCTIVITY,4.5,48,26.0,5000,Free,0.0,Everyone,Productivity,"July 23, 2018",2.11.1,5.0 and up,26
7949,CV S ( CV Editor - Resume ),BUSINESS,4.5,3972,5.6,100000,Free,0.0,Teen,Business,"June 25, 2018",5.1.14,4.0 and up,5.6
7950,CV Formats 2018,FAMILY,4.3,374,26.0,100000,Free,0.0,Everyone,Education,"October 9, 2017",1.0,4.0.3 and up,26
7951,CV Maker Pro,BUSINESS,3.7,113,8.6,10000,Free,0.0,Everyone,Business,"June 9, 2018",3.4.3,4.1 and up,8.6
7952,Free CV Creator,TOOLS,3.9,37,21.0,10000,Free,0.0,Everyone,Tools,"July 18, 2018",1.3,4.4 and up,21
7953,"Job CV Maker-Portfolio Maker , Resume Maker",FAMILY,3.9,139,4.8,50000,Free,0.0,Everyone,Education,"July 16, 2018",2.1,4.0.3 and up,4.8
7954,Resume Builder and CV maker app,PRODUCTIVITY,4.3,2303,15.0,100000,Free,0.0,Everyone,Productivity,"August 2, 2018",8.9.2.pro,4.0.3 and up,15
7955,HOW TO WRITE A CV,BUSINESS,4.1,489,20.0,100000,Free,0.0,Everyone,Business,"June 27, 2018",14.0,4.0.3 and up,20
7956,CV EXAMPLES,BUSINESS,4.1,423,20.0,100000,Free,0.0,Everyone,Business,"June 7, 2018",11.0,4.0.3 and up,20
7957,Cv maker / Job cv maker,FAMILY,4.4,14,5.5,1000,Free,0.0,Everyone,Education,"March 27, 2018",1.0,4.0 and up,5.5
7958,"Resume Builder Free, CV Maker & Resume Templates",BUSINESS,4.4,20921,5.7,1000000,Free,0.0,Everyone,Business,"January 11, 2018",4.0.3,4.1 and up,5.7
7959,"Free Professional Resume Builder, CV, Cover Letter",BUSINESS,4.2,831,11.0,50000,Free,0.0,Everyone,Business,"June 13, 2018",1.3.2.9,4.0 and up,11
7960,Resume Free,PRODUCTIVITY,4.5,27820,4.7,1000000,Free,0.0,Everyone,Productivity,"July 29, 2018",2.1,2.3.3 and up,4.7
7961,How to Write CV,BOOKS_AND_REFERENCE,4.6,244,4.1,100000,Free,0.0,Everyone,Books & Reference,"April 22, 2016",1.0.0,4.0 and up,4.1
7962,"Super Resume Builder Pro, CV",BUSINESS,4.4,244,6.9,1000,Paid,4.99,Everyone,Business,"August 17, 2017",4.38,2.3 and up,6.9
7963,Free Resume Builder – CV Maker,BUSINESS,4.4,25,12.0,5000,Free,0.0,Everyone,Business,"June 9, 2018",1.5,4.4 and up,12
7965,CV Builder,BUSINESS,3.8,203,5.9,10000,Free,0.0,Everyone,Business,"September 30, 2016",2.2.1.0,2.3 and up,5.9
7966,Curriculum Vitae - Resume CV,PRODUCTIVITY,2.6,80,2.2,10000,Free,0.0,Everyone,Productivity,"May 11, 2017",2.129.12,4.1 and up,2.2
7967,"Resume Maker:Free CV Maker,Templates Builder",BUSINESS,4.2,715,7.1,100000,Free,0.0,Everyone,Business,"August 1, 2018",1.8,4.0.3 and up,7.1
7968,Resume Builder / CV Maker & Templates,BUSINESS,4.4,25,7.9,5000,Free,0.0,Everyone,Business,"January 19, 2018",1.0.3,4.0.3 and up,7.9
7969,CV maker for Job Applications and Resume Maker,TOOLS,4.2,75,25.0,10000,Free,0.0,Everyone,Tools,"January 31, 2018",1.1,4.0 and up,25
7970,CV Templates 2018,FAMILY,4.0,13,26.0,5000,Free,0.0,Everyone,Education,"October 9, 2017",1.1,4.0.3 and up,26
7971,Job CV Maker & Portfolio Maker,FAMILY,4.2,593,4.9,100000,Free,0.0,Everyone,Education,"January 1, 2018",1.0.2,3.0 and up,4.9
7972,CV Maker for Job Applications:Photo Resume Builder,TOOLS,4.0,114,25.0,10000,Free,0.0,Everyone,Tools,"June 9, 2018",1.5,4.0 and up,25
7973,CV Creator,FAMILY,4.4,31,8.3,10000,Free,0.0,Everyone,Education,"January 8, 2018",1.2.1,4.2 and up,8.3
7974,Resume ( CV Editor ),BUSINESS,4.5,416,6.0,10000,Free,0.0,Everyone,Business,"June 30, 2018",1.2,4.0 and up,6.0
7975,CV Maker,PERSONALIZATION,3.2,114,3.0,10000,Free,0.0,Everyone,Personalization,"March 18, 2016",1.02,4.0.3 and up,3.0
7976,Resume Maker - Creator,BUSINESS,4.3,740,19.0,50000,Free,0.0,Everyone,Business,"August 4, 2018",1.1.2,4.0.3 and up,19
7977,CV Builder for Smart Resumes,BUSINESS,3.4,22,4.1,1000,Free,0.0,Everyone,Business,"May 23, 2017",1.9,4.0.3 and up,4.1
7978,CV-RECORD Pro,COMMUNICATION,2.3,42,6.0,1000,Paid,0.99,Everyone,Communication,"January 12, 2017",1.0.5,4.1 and up,6.0
7979,CV-Library Job Search,BUSINESS,4.4,6997,4.6,100000,Free,0.0,Everyone,Business,"July 6, 2018",6.8.0,4.1 and up,4.6
7980,CV Samples 2018,BUSINESS,4.3,34,26.0,10000,Free,0.0,Everyone,Business,"October 10, 2017",1.0,4.0.3 and up,26
7982,"Easy Resume Builder, Resume help, Curriculum vitae",TOOLS,4.3,996,10.0,50000,Free,0.0,Everyone,Tools,"September 28, 2017",2.3,4.0.3 and up,10
7983,Resume / CV,BUSINESS,3.6,125,5.0,10000,Free,0.0,Everyone,Business,"December 28, 2015",2.0,2.3.3 and up,5.0
7984,VisualCV Resume Builder,BUSINESS,4.6,2555,16.0,100000,Free,0.0,Everyone,Business,"June 2, 2017",2.5.0,4.4 and up,16
7985,Resume Maker / CV creator & Templates,TOOLS,4.2,54,22.0,5000,Free,0.0,Everyone,Tools,"April 15, 2018",1.0.6,4.0.3 and up,22
7986,Resume Builder - Curriculum Vitae & Resume Maker,BUSINESS,4.0,12,8.1,5000,Free,0.0,Everyone,Business,"June 7, 2018",1.9,4.0.3 and up,8.1
7987,The CW,FAMILY,4.4,288209,21.0,5000000,Free,0.0,Teen,Entertainment,"July 23, 2018",2.17,4.4 and up,21
7988,CW Seed,FAMILY,4.5,16391,13.0,500000,Free,0.0,Teen,Entertainment,"July 18, 2018",1.16,4.4 and up,13
7989,The CW TV app,FAMILY,3.2,24,4.8,5000,Free,0.0,Everyone,Entertainment,"July 28, 2018",1.1,3.2 and up,4.8
7990,CW TV,NEWS_AND_MAGAZINES,1.7,367,6.1,50000,Free,0.0,Everyone,News & Magazines,"March 2, 2018",1.7,4.0 and up,6.1
7991,The CW TN app 2018,FAMILY,2.2,54,4.3,10000,Free,0.0,Everyone,Entertainment,"April 30, 2018",1.0,3.2 and up,4.3
7992,Archie Comics,COMICS,3.8,5084,6.2,100000,Free,0.0,Everyone,Comics,"June 19, 2018",2.2.0,4.3 and up,6.2
7993,2 Amateur ham radio CW Morse code practice keys TX,COMMUNICATION,4.8,6,3.5,100,Paid,1.49,Everyone,Communication,"March 5, 2018",1.0.9,1.6 and up,3.5
7995,Cartoon Wars: Blade,GAME,4.4,165656,38.0,5000000,Free,0.0,Teen,Arcade,"February 7, 2018",1.1.0,2.3 and up,38
7996,FANDOM: Arrow and The Flash,FAMILY,4.5,3935,9.5,100000,Free,0.0,Mature 17+,Entertainment,"June 7, 2018",2.9.8,4.4 and up,9.5
7997,CW Beacon for Ham Radio,COMMUNICATION,4.8,10,83.35,100,Paid,1.49,Everyone,Communication,"January 22, 2015",KM,1.6 and up,516
7998,IZ2UUF Morse Koch CW,COMMUNICATION,4.6,649,83.35,50000,Free,0.0,Everyone,Communication,"August 8, 2013",1.0.013,2.1 and up,837
7999,Morse Decoder for Ham Radio,COMMUNICATION,3.7,166,2.0,5000,Paid,4.99,Everyone,Communication,"March 14, 2017",1.52,2.3 and up,2.0
8000,C W Browser,COMMUNICATION,4.4,14,17.0,100,Free,0.0,Everyone,Communication,"October 28, 2017",1.0,4.0 and up,17
8001,Canon CameraWindow,PHOTOGRAPHY,3.5,12204,6.8,1000000,Free,0.0,Everyone,Photography,"March 14, 2017",1.5.2.21,2.3.3 and up,6.8
8002,Saiyan Of CW,FAMILY,3.8,5,1.1,500,Free,0.0,Everyone,Role Playing,"July 31, 2018",2.0.10,4.0.3 and up,1.1
8003,CW Studio ®,COMMUNICATION,3.8,9,83.35,100,Paid,0.99,Everyone,Communication,"May 19, 2015",1.2,2.3.3 and up,780
8004,20WPM Amateur ham radio Koch CW Morse code trainer,COMMUNICATION,4.3,12,3.7,100,Paid,1.49,Everyone,Communication,"May 22, 2018",3.0.4,2.1 and up,3.7
8006,Morse Trainer for Ham Radio,COMMUNICATION,4.6,265,2.6,10000,Paid,2.99,Everyone,Communication,"January 6, 2018",2.28,2.3 and up,2.6
8008,The Church at CW,LIFESTYLE,4.5,2,7.8,100,Free,0.0,Teen,Lifestyle,"June 25, 2018",3.8.0,4.1 and up,7.8
8012,Morse Machine for Ham Radio,COMMUNICATION,4.8,341,9.6,5000,Paid,0.99,Everyone,Communication,"February 20, 2015",iu4,2.0 and up,9.6
8014,Morse Player,FAMILY,5.0,12,2.4,100,Paid,1.99,Everyone,Education,"January 23, 2017",2.1.1,3.0 and up,2.4
8016,My CW,TOOLS,3.0,1,55.0,100,Free,0.0,Everyone,Tools,"October 27, 2016",2.35.1,4.1 and up,55
8018,30WPM Amateur ham radio Koch CW Morse code trainer,FAMILY,5.0,1,3.7,10,Paid,1.49,Everyone,Education,"May 18, 2018",2.0.2,2.1 and up,3.7
8020,DC All Access,FAMILY,4.4,12639,83.35,500000,Free,0.0,Teen,Entertainment,"October 17, 2017",3.5,4.1 and up,96
8021,Koch Morse Trainer Pro,COMMUNICATION,4.6,94,1.1,1000,Paid,2.49,Everyone,Communication,"February 14, 2015",2.1.1,2.2 and up,1.1
8022,Morse Code Reader,COMMUNICATION,3.9,1436,20.0,100000,Free,0.0,Everyone,Communication,"August 26, 2013",1.0,1.6 and up,20
8023,CW Nuclear,BOOKS_AND_REFERENCE,3.3,15,12.0,1000,Free,0.0,Everyone,Books & Reference,"November 17, 2017",1.2,4.0 and up,12
8025,CW Deposit,BUSINESS,3.0,4,83.35,1000,Free,0.0,Everyone,Business,"February 6, 2014",2.1.5,2.1 and up,498
8026,Hallmark Channel Everywhere,FAMILY,4.2,6784,13.0,500000,Free,0.0,Everyone,Entertainment,"August 30, 2017",2.3.0,4.4 and up,13
8027,Morse Player Free,FAMILY,4.2,268,4.2,50000,Free,0.0,Everyone,Education,"January 23, 2017",2.1.1,3.0 and up,4.2
8028,News 8 San Diego,NEWS_AND_MAGAZINES,4.2,1137,11.0,50000,Free,0.0,Everyone,News & Magazines,"July 23, 2018",5.5.0,4.3 and up,11
8030,Learn Morse Code - G0HYN Learn Morse,COMMUNICATION,4.0,27,83.35,5000,Free,0.0,Everyone,Communication,"May 8, 2018",5.0,2.2 and up,600
8031,SYFY,FAMILY,3.2,3069,18.0,500000,Free,0.0,Teen,Entertainment,"May 24, 2018",3.3.1.41,4.4 and up,18
8032,Morse Notifier Free,TOOLS,4.6,79,3.0,1000,Free,0.0,Everyone,Tools,"November 8, 2017",2.9.9,4.0.3 and up,3.0
8033,AMC,FAMILY,3.2,20843,14.0,1000000,Free,0.0,Teen,Entertainment,"August 2, 2018",3.3.85 (2),4.4 and up,14
8034,Cartoon Wars 3,FAMILY,4.1,137674,72.0,5000000,Free,0.0,Teen,Role Playing,"July 4, 2018",2.0.2,2.3 and up,72
8036,Oracle CX Cloud Mobile,BUSINESS,4.4,48,54.0,5000,Free,0.0,Everyone,Business,"July 7, 2018",11.13.18.05.07.03,4.4 and up,54
8037,CX-10WiFi,FAMILY,4.0,1419,12.0,100000,Free,0.0,Everyone,Casual,"October 25, 2017",2.5_16,4.0 and up,12
8038,CX-OF,FAMILY,4.2,18,37.0,1000,Free,0.0,Everyone,Entertainment,"January 31, 2018",7.2.1,4.3 and up,37
8039,cx-32wifi,FAMILY,4.1,62,6.5,10000,Free,0.0,Everyone,Entertainment,"November 14, 2015",1.4,2.2 and up,6.5
8040,CX-17WIFI,FAMILY,4.3,49,6.6,10000,Free,0.0,Everyone,Entertainment,"March 21, 2018",2.3,4.3 and up,6.6
8041,Cathay Pacific,TRAVEL_AND_LOCAL,3.3,4069,50.0,1000000,Free,0.0,Everyone,Travel & Local,"July 25, 2018",6.6.1,4.3 and up,50
8042,Cx File Explorer,TOOLS,4.7,175,4.3,10000,Free,0.0,Everyone,Tools,"July 28, 2018",1.0.7,5.0 and up,4.3
8043,cx-33wifi,FAMILY,4.4,63,7.6,10000,Free,0.0,Everyone,Entertainment,"November 14, 2015",1.4,2.2 and up,7.6
8044,CX-WiFi720P,FAMILY,3.1,47,5.5,10000,Free,0.0,Everyone,Entertainment,"November 14, 2015",2.0,2.2 and up,5.5
